title,type,genres,releaseYear,imdbAverageRating,imdbNumVotes
Taxi 4,movie,"Action, Comedy, Crime",2007.0,5.6,31665.0
The Boat on the Grass,movie,Drama,1971.0,5.8,356.0
Asterix at the Olympic Games,movie,"Adventure, Comedy, Family",2008.0,5.2,33535.0
Joint Security Area,movie,"Action, Drama, Thriller",2000.0,7.7,35840.0
The Nativity Story,movie,"Adventure, Drama, Family",2006.0,6.8,12672.0
Tie Me Up! Tie Me Down!,movie,"Comedy, Crime, Drama",1989.0,7.0,33057.0
Nobody Knows,movie,Drama,2004.0,8.0,33043.0
Spanglish,movie,"Comedy, Drama, Romance",2004.0,6.4,90070.0
The Aviator,movie,"Biography, Drama",2004.0,7.5,392550.0
The Specialist,movie,"Action, Drama, Thriller",1994.0,5.6,71236.0
Two Weeks Notice,movie,"Comedy, Romance",2002.0,6.2,129547.0
The Game,movie,"Drama, Mystery, Thriller",1997.0,7.7,447659.0
The Blair Witch Project,movie,"Horror, Mystery",1999.0,6.5,299196.0
Ringu,movie,"Horror, Mystery",1998.0,7.2,80954.0
Evan Almighty,movie,"Comedy, Family, Fantasy",2007.0,5.4,158268.0
The Other Side of the Bed,movie,"Comedy, Drama, Musical",2002.0,6.4,5918.0
Indochine,movie,"Drama, Romance, War",1992.0,7.0,11230.0
15 Minutes,movie,"Action, Crime, Drama",2001.0,6.1,52553.0
Addams Family Values,movie,"Comedy, Fantasy",1993.0,6.8,115878.0
Rumor Has It...,movie,"Comedy, Drama, Romance",2005.0,5.5,63030.0
Identity,movie,"Mystery, Thriller",2003.0,7.3,276762.0
As Good as It Gets,movie,"Comedy, Drama, Romance",1997.0,7.7,326294.0
The Addams Family,movie,"Comedy, Fantasy",1991.0,6.9,189495.0
License to Wed,movie,"Comedy, Romance",2007.0,5.3,41136.0
Hairspray,movie,"Comedy, Drama, Musical",2007.0,6.7,141578.0
One on Top of the Other,movie,"Drama, Horror, Mystery",1969.0,6.6,2825.0
The Man Between,movie,"Crime, Drama, Film-Noir",1953.0,7.0,2686.0
1408,movie,"Fantasy, Horror, Mystery",2007.0,6.8,302377.0
Experiment in Evil,movie,"Drama, Horror, Sci-Fi",1959.0,6.5,1342.0
Frankenstein,movie,"Drama, Horror, Romance",1994.0,6.3,60590.0
Ace Ventura: Pet Detective,movie,Comedy,1994.0,6.9,336364.0
Frankenstein 90,movie,"Comedy, Drama, Horror",1984.0,4.5,421.0
Alvin and the Chipmunks Meet Frankenstein,movie,"Animation, Comedy, Family",1999.0,6.0,1821.0
Gangs of New York,movie,"Crime, Drama",2002.0,7.5,484981.0
The Horror of Frankenstein,movie,"Comedy, Horror, Sci-Fi",1970.0,5.8,3078.0
Battle Royale,movie,"Adventure, Drama, Thriller",2000.0,7.5,199376.0
The Sensuous Assassin,movie,"Mystery, Thriller",1970.0,5.6,555.0
The Hero,movie,"Drama, Sport",1970.0,5.2,210.0
The Things of Life,movie,"Drama, Romance",1970.0,7.4,5821.0
Cesar & Rosalie,movie,"Drama, Romance",1972.0,7.3,4001.0
Max and the Junkmen,movie,"Crime, Drama, Romance",1971.0,7.3,3257.0
That Most Important Thing: Love,movie,"Drama, Romance",1975.0,7.0,4896.0
88 Minutes,movie,"Crime, Drama, Mystery",2007.0,5.9,79181.0
Under Siege 2: Dark Territory,movie,"Action, Adventure, Thriller",1995.0,5.6,51359.0
Bagdad Cafe,movie,"Comedy, Drama",1987.0,7.4,15737.0
After the Wedding,movie,Drama,2006.0,7.7,38157.0
"Girl, Interrupted",movie,"Biography, Drama",1999.0,7.3,221555.0
I Now Pronounce You Chuck & Larry,movie,"Comedy, Romance",2007.0,5.9,156629.0
I Know What You Did Last Summer,movie,"Horror, Mystery",1997.0,5.8,164060.0
Girl with a Pearl Earring,movie,"Biography, Drama, Romance",2003.0,6.9,83880.0
Flags of Our Fathers,movie,"Action, Adventure, Drama",2006.0,7.1,131427.0
Objective 500 Million,movie,"Crime, Drama, Thriller",1966.0,6.1,281.0
Dark Blue Almost Black,movie,"Comedy, Drama, Romance",2006.0,7.1,8720.0
Brothers,movie,"Drama, War",2004.0,7.5,12089.0
Corpse Bride,movie,"Animation, Comedy, Drama",2005.0,7.4,311171.0
Ménage,movie,"Comedy, Crime, Drama",1986.0,6.9,3780.0
What Women Want,movie,"Comedy, Fantasy, Romance",2000.0,6.5,229161.0
Beetlejuice,movie,"Comedy, Fantasy",1988.0,7.5,399187.0
My Girl,movie,"Comedy, Drama, Family",1991.0,6.9,92259.0
Law of Desire,movie,"Comedy, Drama, Thriller",1987.0,7.1,14681.0
The Down-in-the-Hole Gang,movie,"Adventure, Comedy, Fantasy",1974.0,6.2,522.0
The Transporter,movie,"Action, Crime, Thriller",2002.0,6.8,328055.0
Blow,movie,"Biography, Crime, Drama",2001.0,7.5,280412.0
Vengeance of the Three Musketeers,movie,"Adventure, Romance",1961.0,6.5,496.0
Tell Her That I Love Her,movie,"Drama, Mystery, Romance",1977.0,6.6,718.0
Life Upside Down,movie,Drama,1964.0,7.3,350.0
Bluebeard,movie,"Biography, Crime, Drama",1963.0,6.4,1277.0
Women on the Verge of a Nervous Breakdown,movie,"Comedy, Drama",1988.0,7.5,48325.0
I Married a Shadow,movie,"Drama, Romance, Thriller",1983.0,6.4,563.0
Scream,movie,"Horror, Mystery",1996.0,7.4,412094.0
Scream 2,movie,"Horror, Mystery",1997.0,6.3,220213.0
Scream 3,movie,"Horror, Mystery",2000.0,5.7,171885.0
Scary Movie,movie,Comedy,2000.0,6.3,299720.0
Scary Movie 2,movie,"Comedy, Horror",2001.0,5.4,181200.0
Chalte Chalte,movie,"Drama, Romance",2003.0,6.5,17097.0
Kal Ho Naa Ho,movie,"Comedy, Drama, Musical",2003.0,7.9,77807.0
Scary Movie 3,movie,Comedy,2003.0,5.6,163081.0
Scary Movie V,movie,"Comedy, Horror",2013.0,3.6,79551.0
The Other One's Mug,movie,Comedy,1979.0,6.0,330.0
La garce,movie,"Crime, Drama, Thriller",1984.0,5.3,266.0
Life Is a Long Quiet River,movie,Comedy,1988.0,6.8,4863.0
The Flower of My Secret,movie,"Comedy, Drama",1995.0,7.0,13265.0
Charlie's Angels,movie,"Action, Adventure, Comedy",2000.0,5.6,200611.0
Atonement,movie,"Drama, Mystery, Romance",2007.0,7.8,310288.0
Pride & Prejudice,movie,"Drama, Romance",2005.0,7.8,345601.0
The Kingdom,movie,"Action, Drama, Thriller",2007.0,7.0,134576.0
The Lady Banker,movie,"Comedy, Drama",1980.0,6.2,882.0
Monster-in-Law,movie,"Comedy, Romance",2005.0,5.6,66975.0
The Brave One,movie,"Crime, Drama, Thriller",2007.0,6.7,64443.0
Les Misérables,movie,"Crime, Drama, Romance",1998.0,7.4,44197.0
Asoka,movie,"Action, Biography, Drama",2001.0,6.4,15642.0
Legends of the Fall,movie,"Drama, Romance, War",1994.0,7.5,189618.0
The Devil's Own,movie,"Action, Crime, Drama",1997.0,6.2,73875.0
Indecent Proposal,movie,"Drama, Romance",1993.0,6.0,81414.0
Diva,movie,"Crime, Music, Thriller",1981.0,7.1,14655.0
The Spirit of the Beehive,movie,"Drama, Fantasy",1973.0,7.7,21526.0
30 Days of Night,movie,"Horror, Thriller",2007.0,6.6,194401.0
My Best Friend,movie,Comedy,2006.0,6.6,6981.0
Conversations with My Gardener,movie,"Comedy, Drama",2007.0,7.1,3855.0
Panic Room,movie,"Crime, Drama, Thriller",2002.0,6.8,304733.0
Lady Vengeance,movie,"Crime, Drama, Thriller",2005.0,7.5,88489.0
A Tale of Two Sisters,movie,"Drama, Horror, Mystery",2003.0,7.1,70537.0
The Machinist,movie,"Drama, Thriller",2004.0,7.6,426080.0
Sex and the City,movie,"Comedy, Drama, Romance",2008.0,5.7,129821.0
Je t'aime moi non plus,movie,Drama,1976.0,5.9,2441.0
Sense and Sensibility,movie,"Drama, Romance",1995.0,7.7,130129.0
"Lust, Caution",movie,"Drama, History, Romance",2007.0,7.5,46627.0
Best Seller,movie,"Action, Crime, Drama",1987.0,6.4,6512.0
Sympathy for Mr. Vengeance,movie,"Crime, Drama, Thriller",2002.0,7.5,77320.0
Du bist nicht allein,movie,"Comedy, Drama, Romance",2007.0,6.4,335.0
Runaway Bride,movie,"Comedy, Romance",1999.0,5.6,106914.0
Layer Cake,movie,"Crime, Drama, Thriller",2004.0,7.2,201183.0
"Farewell, Friend",movie,"Action, Crime, Drama",1968.0,6.7,4453.0
The Invasion,movie,"Sci-Fi, Thriller",2007.0,5.9,84983.0
Confessions of a Dangerous Mind,movie,"Biography, Comedy, Crime",2002.0,7.0,93406.0
The Curious Case of Benjamin Button,movie,"Drama, Fantasy, Romance",2008.0,7.8,715824.0
Howl's Moving Castle,movie,"Adventure, Animation, Family",2004.0,8.2,475065.0
Une femme à sa fenêtre,movie,Drama,1976.0,6.1,675.0
The International,movie,"Action, Crime, Drama",2009.0,6.5,102086.0
Gothika,movie,"Horror, Mystery, Thriller",2003.0,5.8,121526.0
The Green Butchers,movie,"Comedy, Drama",2003.0,7.2,25541.0
Five Times Two,movie,"Drama, Romance",2004.0,6.6,10589.0
Forbidden Games,movie,"Drama, War",1952.0,8.0,13597.0
Carry on Screaming!,movie,"Comedy, Horror",1966.0,6.7,6048.0
Rush Hour 3,movie,"Action, Comedy, Crime",2007.0,6.2,189647.0
Rush Hour 2,movie,"Action, Comedy, Crime",2001.0,6.7,247371.0
3:10 to Yuma,movie,"Action, Crime, Drama",2007.0,7.6,340725.0
Pumping Iron,movie,"Documentary, Sport",1977.0,7.3,25772.0
The Boss of It All,movie,Comedy,2006.0,6.6,13027.0
Ardor,movie,"Drama, Romance",2002.0,5.6,451.0
The Polar Express,movie,"Adventure, Animation, Comedy",2004.0,6.6,255863.0
The Band's Visit,movie,"Comedy, Drama, Music",2007.0,7.5,14382.0
Chaos,movie,"Action, Crime, Drama",2005.0,6.4,59025.0
Nobody Is Perfect,movie,"Comedy, Drama",2006.0,5.8,543.0
Idiot Love,movie,Comedy,2004.0,5.2,542.0
"I'm a Cyborg, But That's OK",movie,"Comedy, Drama, Romance",2006.0,6.9,26360.0
Battlefield Earth,movie,"Action, Adventure, Sci-Fi",2000.0,2.5,84265.0
The Fugitive,movie,"Action, Crime, Drama",1993.0,7.8,329621.0
Le Samouraï,movie,"Crime, Drama, Thriller",1967.0,8.0,61625.0
Finder's Fee,movie,"Drama, Thriller",2001.0,6.2,3475.0
The Phantom of Liberty,movie,Comedy,1974.0,7.7,17688.0
Traitement de choc,movie,"Crime, Drama, Horror",1973.0,6.1,1917.0
Six-Pack,movie,Thriller,2000.0,5.4,923.0
The Blue Lagoon,movie,"Adventure, Drama, Romance",1980.0,5.8,79452.0
Control,movie,"Biography, Drama, Music",2007.0,7.6,69880.0
The Sentinel,movie,"Action, Crime, Thriller",2006.0,6.1,54841.0
I Know Who Killed Me,movie,"Horror, Mystery, Thriller",2007.0,3.6,31423.0
The Mist,movie,"Horror, Sci-Fi, Thriller",2007.0,7.1,354484.0
In the Realm of the Senses,movie,"Drama, Romance",1976.0,6.6,23766.0
The Secret,movie,"Crime, Drama, Mystery",1974.0,6.7,960.0
The Pledge,movie,"Crime, Drama, Mystery",2001.0,6.7,71983.0
Only Human,movie,"Comedy, Romance",2004.0,6.8,1813.0
Fanny and Alexander,movie,Drama,1982.0,8.1,69107.0
The Umbrellas of Cherbourg,movie,"Drama, Musical, Romance",1964.0,7.8,32802.0
The Family Man,movie,"Comedy, Drama, Fantasy",2000.0,6.8,125396.0
Miffo,movie,"Comedy, Drama, Romance",2003.0,5.8,2229.0
Elling,movie,"Comedy, Drama",2001.0,7.5,16189.0
P.S. I Love You,movie,"Comedy, Drama, Romance",2007.0,7.0,221452.0
Empties,movie,"Comedy, Drama",2007.0,7.2,5134.0
Bram Stoker's Dracula,movie,"Fantasy, Horror, Romance",1992.0,7.4,253175.0
Fracture,movie,"Crime, Drama, Thriller",2007.0,7.2,225613.0
The Burned Barns,movie,"Crime, Drama, Mystery",1973.0,6.6,1373.0
Brotherhood of the Wolf,movie,"Action, Adventure, Drama",2001.0,7.0,73733.0
Blue Thunder,movie,"Action, Crime, Drama",1983.0,6.4,24122.0
Who Finds a Friend Finds a Treasure,movie,"Action, Adventure, Comedy",1981.0,7.1,13355.0
Three Kings,movie,"Action, Adventure, Comedy",1999.0,7.1,183563.0
Practical Magic,movie,"Comedy, Drama, Fantasy",1998.0,6.3,98928.0
Freddy vs. Jason,movie,"Action, Horror",2003.0,5.7,131007.0
I Am Legend,movie,"Drama, Horror, Sci-Fi",2007.0,7.2,841627.0
The Dukes of Hazzard,movie,Comedy,2005.0,5.1,82979.0
First Knight,movie,"Action, Adventure, Drama",1995.0,6.0,80397.0
The Orphanage,movie,"Drama, Horror, Mystery",2007.0,7.4,166666.0
Schtonk,movie,"Comedy, Crime",1992.0,7.1,4138.0
To Take a Wife,movie,Drama,2004.0,7.1,661.0
The Rookie,movie,"Action, Crime, Drama",1990.0,5.9,30107.0
Zathura: A Space Adventure,movie,"Action, Adventure, Comedy",2005.0,6.3,119528.0
Failure to Launch,movie,"Comedy, Romance",2006.0,5.7,90812.0
"Watch Out, We're Mad",movie,"Action, Comedy",1974.0,7.3,14568.0
Outbreak,movie,"Action, Drama, Thriller",1995.0,6.6,141332.0
Something's Gotta Give,movie,"Comedy, Drama, Romance",2003.0,6.7,132158.0
The White Massai,movie,"Drama, Romance",2005.0,6.4,4186.0
Wild Chicks,movie,"Adventure, Family",2005.0,5.9,978.0
Perfect Stranger,movie,"Crime, Mystery, Thriller",2007.0,5.7,52613.0
The Punisher,movie,"Action, Crime, Drama",2004.0,6.4,174763.0
Matchstick Men,movie,"Comedy, Crime, Drama",2003.0,7.3,141342.0
Maid in Manhattan,movie,"Comedy, Drama, Romance",2002.0,5.4,98817.0
Alive,movie,"Biography, Drama, Thriller",1993.0,7.1,66497.0
Juno,movie,"Comedy, Drama",2007.0,7.4,559664.0
There Will Be Blood,movie,Drama,2007.0,8.2,663164.0
Elite Squad,movie,"Action, Crime, Drama",2007.0,8.0,113901.0
The Bucket List,movie,"Adventure, Comedy, Drama",2007.0,7.3,264926.0
Sahara,movie,"Action, Adventure, Comedy",2005.0,6.1,105957.0
Brothers,movie,"Drama, Thriller, War",2009.0,7.1,157874.0
xXx,movie,"Action, Adventure, Drama",2002.0,5.8,189335.0
Open Season,movie,"Adventure, Animation, Comedy",2006.0,6.1,109129.0
Knockaround Guys,movie,"Crime, Drama, Thriller",2001.0,6.1,25238.0
Like Stars on Earth,movie,"Drama, Family",2007.0,8.3,215066.0
Water,movie,Drama,2005.0,7.7,15531.0
Over the Hedge,movie,"Adventure, Animation, Comedy",2006.0,6.7,194864.0
Fearless,movie,"Action, Biography, Drama",2006.0,7.6,79693.0
Fun with Dick and Jane,movie,"Comedy, Crime",2005.0,6.2,157650.0
Rambo,movie,"Action, Thriller",2008.0,7.0,249598.0
The Wave,movie,"Drama, Thriller",2008.0,7.6,117650.0
Resident Evil: Extinction,movie,"Action, Horror, Sci-Fi",2007.0,6.2,209594.0
Wedding Daze,movie,"Comedy, Romance",2006.0,5.6,18111.0
"10,000 BC",movie,"Action, Adventure, Drama",2008.0,5.1,137126.0
Rang De Basanti,movie,"Comedy, Crime, Drama",2006.0,8.1,123874.0
Before the Devil Knows You're Dead,movie,"Crime, Drama, Thriller",2007.0,7.3,115612.0
Caramel,movie,"Comedy, Drama, Romance",2007.0,7.1,14869.0
The Kite Runner,movie,Drama,2007.0,7.6,83471.0
The Lovely Bones,movie,"Drama, Fantasy, Thriller",2009.0,6.6,184383.0
Penelope,movie,"Comedy, Fantasy, Romance",2006.0,6.7,67680.0
Robin Hood: Men in Tights,movie,"Adventure, Comedy, Musical",1993.0,6.7,140630.0
Punch-Drunk Love,movie,"Comedy, Drama, Romance",2002.0,7.3,183702.0
The Reader,movie,"Drama, Mystery, Romance",2008.0,7.6,266876.0
21,movie,"Crime, Drama, Thriller",2008.0,6.8,271898.0
Om Shanti Om,movie,"Action, Comedy, Drama",2007.0,6.8,51844.0
Broken Embraces,movie,"Drama, Romance, Thriller",2009.0,7.2,43367.0
Untraceable,movie,"Crime, Mystery, Thriller",2008.0,6.2,53848.0
Napoleon Dynamite,movie,Comedy,2004.0,7.0,245079.0
Midnight in the Garden of Good and Evil,movie,"Crime, Drama, Mystery",1997.0,6.6,42392.0
Æon Flux,movie,"Action, Adventure, Sci-Fi",2005.0,5.4,134570.0
Dark Habits,movie,"Comedy, Drama",1983.0,6.5,8745.0
What Have I Done to Deserve This?,movie,"Comedy, Drama",1984.0,7.1,11612.0
High Heels,movie,"Comedy, Drama, Romance",1991.0,7.0,18095.0
Kika,movie,Comedy,1993.0,6.5,15499.0
Welcome to the Sticks,movie,"Comedy, Romance",2008.0,7.1,46060.0
American Wedding,movie,Comedy,2003.0,6.3,221823.0
Paris,movie,"Comedy, Drama, Romance",2008.0,6.8,12994.0
Howards End,movie,"Drama, Romance",1992.0,7.4,37019.0
In Bruges,movie,"Comedy, Crime, Drama",2008.0,7.9,475162.0
Step Up 2: The Streets,movie,"Drama, Music, Romance",2008.0,6.2,92532.0
REC,movie,"Horror, Mystery, Thriller",2007.0,7.4,205198.0
My Big Fat Greek Wedding,movie,"Comedy, Drama, Romance",2002.0,6.6,147564.0
An Affair to Remember,movie,"Drama, Romance",1957.0,7.4,34055.0
Superbad,movie,Comedy,2007.0,7.6,656513.0
Robin Hood: Prince of Thieves,movie,"Action, Adventure, Drama",1991.0,6.9,214277.0
Transformers: Revenge of the Fallen,movie,"Action, Adventure, Sci-Fi",2009.0,6.0,438759.0
"Definitely, Maybe",movie,"Comedy, Drama, Romance",2008.0,7.1,177183.0
My Neighbor Totoro,movie,"Animation, Comedy, Family",1988.0,8.1,400783.0
A Man Apart,movie,"Action, Crime, Drama",2003.0,6.0,50154.0
Love Me If You Dare,movie,"Comedy, Drama, Romance",2003.0,7.5,73266.0
Swallowtail Butterfly,movie,"Crime, Drama",1996.0,7.5,4604.0
I Spy,movie,"Action, Adventure, Comedy",2002.0,5.4,54238.0
Carandiru,movie,"Crime, Drama",2003.0,7.6,23134.0
Lower City,movie,Drama,2005.0,6.5,4578.0
The 6th Day,movie,"Action, Mystery, Sci-Fi",2000.0,5.9,130118.0
Never Back Down,movie,"Action, Drama, Sport",2008.0,6.5,108425.0
Dumb and Dumber,movie,Comedy,1994.0,7.3,425238.0
John Q,movie,"Crime, Drama, Thriller",2002.0,7.1,147503.0
Hitch,movie,"Comedy, Romance",2005.0,6.6,340859.0
Ali,movie,"Biography, Drama, Sport",2001.0,6.7,107552.0
Prom Night,movie,Horror,2008.0,4.0,38800.0
The Exorcism of Emily Rose,movie,"Drama, Horror, Thriller",2005.0,6.7,143761.0
Rivals,movie,"Action, Crime, Drama",2008.0,6.2,1006.0
The Isle,movie,"Drama, Thriller",2000.0,6.9,15154.0
Deep Impact,movie,"Action, Drama, Sci-Fi",1998.0,6.3,195678.0
K-19: The Widowmaker,movie,"Drama, History, Thriller",2002.0,6.7,69244.0
Taken,movie,"Action, Crime, Thriller",2008.0,7.7,650565.0
Cannibals in the Streets,movie,"Drama, Fantasy, Horror",1980.0,5.5,4538.0
Anchorman: The Legend of Ron Burgundy,movie,Comedy,2004.0,7.1,388045.0
Three Wishes for Cinderella,movie,"Adventure, Drama, Family",1973.0,7.6,12573.0
The Black Balloon,movie,"Drama, Romance",2008.0,7.2,9316.0
Eagle vs Shark,movie,"Comedy, Romance",2007.0,6.7,26742.0
Top Secret!,movie,"Comedy, Crime, Music",1984.0,7.2,75788.0
Christine,movie,"Horror, Thriller",1983.0,6.8,96510.0
The Road Warrior,movie,"Action, Adventure, Sci-Fi",1981.0,7.6,206256.0
My Life as a Dog,movie,"Comedy, Drama",1985.0,7.6,23129.0
Timecop,movie,"Action, Crime, Sci-Fi",1994.0,5.9,66177.0
Il Divo,movie,"Biography, Drama",2008.0,7.2,19585.0
Double Trouble,movie,"Action, Comedy",1984.0,7.1,12014.0
Conspiracy Theory,movie,"Action, Drama, Mystery",1997.0,6.7,109926.0
Casper,movie,"Comedy, Family, Fantasy",1995.0,6.2,151763.0
Jumanji,movie,"Adventure, Comedy, Family",1995.0,7.1,391244.0
The Bank Job,movie,"Crime, Thriller",2008.0,7.2,192465.0
The Karate Kid Part II,movie,"Action, Family, Sport",1986.0,6.1,102761.0
How the Grinch Stole Christmas,movie,"Comedy, Family, Fantasy",2000.0,6.4,310595.0
My Best Friend's Wedding,movie,"Comedy, Drama, Romance",1997.0,6.4,160071.0
Pale Rider,movie,"Drama, Western",1985.0,7.3,67154.0
Lion's Den,movie,"Crime, Drama",2008.0,7.0,3387.0
Wanted,movie,"Action, Crime, Thriller",2008.0,6.7,417723.0
Deep Blue Sea,movie,"Action, Adventure, Sci-Fi",1999.0,5.9,146471.0
I Love You Phillip Morris,movie,"Biography, Comedy, Crime",2009.0,6.6,101310.0
Hancock,movie,"Action, Comedy, Drama",2008.0,6.4,524259.0
Bad Boys II,movie,"Action, Comedy, Crime",2003.0,6.6,279148.0
Twilight,movie,"Drama, Fantasy, Romance",2008.0,5.3,501739.0
Boogeyman,movie,"Drama, Horror, Mystery",2005.0,4.2,33155.0
The Protector,movie,"Action, Crime, Drama",2005.0,7.0,39665.0
Friends with Money,movie,"Comedy, Drama, Romance",2006.0,5.8,32567.0
Spirit: Stallion of the Cimarron,movie,"Adventure, Animation, Drama",2002.0,7.2,89154.0
The Eye,movie,"Horror, Mystery",2008.0,5.4,57566.0
Big Daddy,movie,"Comedy, Drama",1999.0,6.4,241037.0
The Cave,movie,"Adventure, Horror, Sci-Fi",2005.0,5.2,42569.0
Police Story,movie,"Action, Comedy, Crime",1985.0,7.5,44028.0
Only You,movie,"Comedy, Romance",1994.0,6.5,27182.0
Just Cause,movie,"Action, Crime, Drama",1995.0,6.4,30396.0
Little Man,movie,"Comedy, Crime",2006.0,4.5,62167.0
Black Book,movie,"Drama, Thriller, War",2006.0,7.7,81818.0
Spies Like Us,movie,"Adventure, Comedy",1985.0,6.4,54115.0
Young Guns II,movie,"Action, Drama, Western",1990.0,6.5,40064.0
The Craft,movie,"Drama, Fantasy, Horror",1996.0,6.5,113482.0
The Quest,movie,"Action, Adventure, Drama",1996.0,5.6,28945.0
Kopps,movie,"Action, Comedy",2003.0,6.7,23420.0
S.W.A.T.,movie,"Action, Adventure, Crime",2003.0,6.1,156478.0
Bibi Blocksberg,movie,"Comedy, Family, Fantasy",2002.0,5.3,1069.0
Now and Then,movie,"Comedy, Drama, Romance",1995.0,6.8,33511.0
Eraser,movie,"Action, Crime, Thriller",1996.0,6.2,120669.0
Ace Ventura: When Nature Calls,movie,"Adventure, Comedy, Crime",1995.0,6.4,240091.0
The Faculty,movie,"Horror, Mystery, Sci-Fi",1998.0,6.6,140179.0
The Sting,movie,"Comedy, Crime, Drama",1973.0,8.3,287730.0
Final Destination 3,movie,"Horror, Thriller",2006.0,5.8,160172.0
The Longest Yard,movie,"Comedy, Crime, Sport",2005.0,6.4,201487.0
Hudson Hawk,movie,"Action, Adventure, Comedy",1991.0,5.7,61783.0
Monster House,movie,"Animation, Comedy, Family",2006.0,6.7,145298.0
Thesis,movie,"Crime, Horror, Mystery",1996.0,7.4,44001.0
Smilla's Sense of Snow,movie,"Crime, Drama, Mystery",1997.0,6.3,15491.0
Mortal Kombat,movie,"Action, Adventure, Fantasy",1995.0,5.8,127142.0
Ong-Bak: The Thai Warrior,movie,"Action, Crime, Thriller",2003.0,7.1,79491.0
Ghost in the Shell,movie,"Action, Animation, Crime",1995.0,7.9,163199.0
Last Man Standing,movie,"Action, Crime, Drama",1996.0,6.4,62104.0
The Scorpion King,movie,"Action, Adventure, Fantasy",2002.0,5.5,148249.0
Transporter 2,movie,"Action, Thriller",2005.0,6.3,219839.0
Click,movie,"Comedy, Drama, Fantasy",2006.0,6.4,368231.0
The Goonies,movie,"Adventure, Comedy, Family",1985.0,7.7,309638.0
The Mask of Zorro,movie,"Action, Adventure, Comedy",1998.0,6.8,202620.0
Final Destination 2,movie,"Horror, Thriller",2003.0,6.2,190081.0
Anaconda,movie,"Action, Adventure, Horror",1997.0,4.9,115372.0
The Last of the Mohicans,movie,"Action, Adventure, Drama",1992.0,7.6,195077.0
Tremors,movie,"Comedy, Horror",1990.0,7.2,156891.0
Donnie Brasco,movie,"Biography, Crime, Drama",1997.0,7.7,341625.0
Ferris Bueller's Day Off,movie,Comedy,1986.0,7.8,399254.0
The Twelve Tasks of Asterix,movie,"Adventure, Animation, Comedy",1976.0,7.6,19955.0
In the Line of Fire,movie,"Action, Crime, Drama",1993.0,7.2,117394.0
Jerry Maguire,movie,"Comedy, Drama, Romance",1996.0,7.3,295570.0
The Descent,movie,"Adventure, Horror, Thriller",2005.0,7.2,257508.0
Before the Fall,movie,"Drama, Sport, Thriller",2004.0,7.4,18334.0
They Call Me Trinity,movie,"Comedy, Western",1970.0,7.4,26203.0
Evolution,movie,"Comedy, Sci-Fi",2001.0,6.1,138765.0
Zoolander,movie,Comedy,2001.0,6.5,303385.0
